Last Disposition Date (date of issuance of vacate),Last Disposition Year,House Number,Street Name,Borough Name,ZIP Code,Block,Lot,Complaint  Category Description,Last Disposition Code Description
12/31/2020,2020,172-13 GAR, 107 AVENUE,Queens,11433,10231,119,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/2/2021,2021,2594,FULTON STREET,Brooklyn,11207,3668,8,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/3/2021,2021,79-15,GRAND AVENUE,Queens,11373,2494,54,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
1/4/2021,2021,90-01,52 AVENUE,Queens,11373,1853,88,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/8/2021,2021,237-34,FAIRBURY AVENUE,Queens,11426,7997,49,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
1/9/2021,2021,136-19,37 AVENUE,Queens,11354,4977,100,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/9/2021,2021,136-13,  37 AVENUE,Queens,11354,4977,102,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/9/2021,2021,136-21 A,  37 AVENUE,Queens,11354,4977,199,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/11/2021,2021,443,EAST 135 STREET,Bronx,10454,2280,32,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
1/12/2021,2021,285,MONROE STREET,Brooklyn,11216,1814,71,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/12/2021,2021,283,MONROE STREET,Brooklyn,11216,1814,72,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/12/2021,2021,5749,KINGS HIGHWAY,Brooklyn,11203,4705,20,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/12/2021,2021,214-31,46 AVENUE,Queens,11361,7331,26,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/12/2021,2021,100-25,93 AVENUE,Queens,11418,9307,21,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/12/2021,2021,44-06,ROCKAWAY BEACH BOULEVARD,Queens,11691,15836,18,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,PARTIAL VACATE ORDER ISSUED                                              P
1/13/2021,2021,69-65,44 AVENUE,Queens,11377,1350,56,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/13/2021,2021,40-53,  77 STREET,Queens,11373,1488,38,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/13/2021,2021,52-82,  73 STREET,Queens,11378,2484,82,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/14/2021,2021,807,ARNOW AVENUE,Bronx,10467,4550,4,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
1/14/2021,2021,242-10,89 AVENUE,Queens,11426,7990,41,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/15/2021,2021,103,SOUTH    4 STREET,Brooklyn,11249,2430,37,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
1/15/2021,2021,242,MONTROSE AVENUE,Brooklyn,11206,3064,8,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/15/2021,2021,244,MONTROSE AVENUE,Brooklyn,11206,3064,9,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/15/2021,2021,246,MONTROSE AVENUE,Brooklyn,11206,3064,10,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/15/2021,2021,40,BUSHWICK PLACE,Brooklyn,11206,3064,12,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
1/15/2021,2021,134,  71 AVENUE,Queens,11375,3247,10,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/17/2021,2021,1196 GARAGE,EAST   12 STREET,Brooklyn,11230,6722,45,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/18/2021,2021,1108,BUSHWICK AVENUE,Brooklyn,11221,3357,35,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/18/2021,2021,193,EAST   91 STREET,Brooklyn,11212,4610,50,SITE CONDITIONS ENDANGERING WORKERS,FULL VACATE ORDER ISSUED                                                 F
1/19/2021,2021,336,EAST 106 STREET,Manhattan,10029,1677,36,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
1/19/2021,2021,202,MADISON STREET,Brooklyn,11216,1822,49,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/19/2021,2021,259,YORK AVENUE,Staten Island,10301,47,54,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
1/20/2021,2021,851,TINTON AVENUE,Bronx,10456,2657,24,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
1/20/2021,2021,769,EAST  160 STREET,Bronx,10456,2657,126,ADJACENT BUILDINGS - NOT PROTECTED,PARTIAL VACATE ORDER ISSUED                                              P
1/20/2021,2021,178,DETROIT AVENUE,Staten Island,10312,6227,17,CONSTRUCTION ENFORCEMENT WORK ORDER (DOB),PARTIAL VACATE ORDER ISSUED                                              P
1/20/2021,2021,170,DETROIT AVENUE,Staten Island,10312,6227,17,DEBRIS - EXCESSIVE,PARTIAL VACATE ORDER ISSUED                                              P
1/21/2021,2021,517,CONEY ISLAND AVENUE,Brooklyn,11218,5113,30,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
1/21/2021,2021,1321,EAST   58 STREET,Brooklyn,11234,7856,13,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/21/2021,2021,196,ELLERY STREET,Brooklyn,11206,1732,109,PERMIT - NONE (BUILDING/ PA/ DEMO ETC.),PARTIAL VACATE ORDER ISSUED                                              P
1/22/2021,2021,913,EAST 83 STREET,Brooklyn,11236,8020,134,ENFORCEMENT WORK ORDER (DOB),PARTIAL VACATE ORDER ISSUED                                              P
1/22/2021,2021,1,POST COURT,Brooklyn,11229,8856,1874,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/22/2021,2021,60-11,WALDRON STREET,Queens,11368,1970,59,FAILURE TO MAINTAIN,FULL VACATE ORDER ISSUED                                                 F
1/24/2021,2021,170,ELIZABETH STREET,Manhattan,10012,478,15,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
1/24/2021,2021,119 1/2,INDIA STREET,Brooklyn,11222,2532,52,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
1/25/2021,2021,316,BLEECKER STREET,Brooklyn,11237,3310,14,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/25/2021,2021,300,OCEAN PARKWAY,Brooklyn,11218,5357,30,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
1/26/2021,2021,66,DE GRAW STREET,Brooklyn,11231,329,7,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/26/2021,2021,24-37,89 STREET,Queens,11369,1101,29,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/26/2021,2021,118-20,189 STREET,Queens,11412,12603,16,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
1/27/2021,2021,2307,BATHGATE AVENUE,Bronx,10458,3053,14,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/27/2021,2021,886,LINDEN BOULEVARD,Brooklyn,11203,4681,8,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
1/27/2021,2021,230-59,LANSING AVENUE,Queens,11413,13515,2,ENFORCEMENT WORK ORDER (DOB),PARTIAL VACATE ORDER ISSUED                                              P
1/28/2021,2021,42,CLIFTON PLACE,Brooklyn,11238,1951,26,PERMIT - NONE (BUILDING/ PA/ DEMO ETC.),PARTIAL VACATE ORDER ISSUED                                              P
1/28/2021,2021,115-19, 107 AVENUE,Queens,11419,9538,38,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/28/2021,2021,192-11,116 ROAD,Queens,11412,11061,46,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/29/2021,2021,3407,BROADWAY,Manhattan,10031,2087,31,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,PARTIAL VACATE ORDER ISSUED                                              P
1/29/2021,2021,75-59, 185 STREET,Queens,11366,7202,53,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/29/2021,2021,512,BEACH 130 STREET,Queens,11694,16197,51,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/30/2021,2021,26,WEST   13 ROAD,Queens,11693,15318,20,ADJACENT BUILDINGS - NOT PROTECTED,FULL VACATE ORDER ISSUED                                                 F
1/30/2021,2021,15-Mar,BEACH   86 STREET,Queens,11693,16118,55,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/30/2021,2021,13-Mar,BEACH   86 STREET,Queens,11693,16118,56,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/1/2021,2021,1377,EAST 93 STREET,Brooklyn,11236,8239,23,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/1/2021,2021,170,GRAHAM AVENUE,Brooklyn,11206,3053,2,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/1/2021,2021,107-35, 164 STREET,Queens,11433,10167,13,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/2/2021,2021,2917,HEATH AVENUE,Bronx,10463,3260,33,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/2/2021,2021,106,1 PLACE,Brooklyn,11231,459,7,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/4/2021,2021,1980,GILDERSLEEVE AVENUE,Bronx,10473,3447,30,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
2/4/2021,2021,101-43, 132 STREET,Queens,11419,9500,58,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/4/2021,2021,109-22,MERRICK BOULEVARD,Queens,11433,10188,10,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/4/2021,2021,109-24,MERRICK BOULEVARD,Queens,11433,10188,11,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/4/2021,2021,109-26,MERRICK BOULEVARD,Queens,11433,10188,12,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/4/2021,2021,219-31,130 DRIVE,Queens,11413,12896,114,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/5/2021,2021,2153,BEVERLY ROAD,Brooklyn,11226,5132,41,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/7/2021,2021,84-63, 168 PLACE,Queens,11432,9860,20,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,FULL VACATE ORDER ISSUED                                                 F
2/8/2021,2021,436,ETNA STREET,Brooklyn,11208,4123,34,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/8/2021,2021,605,EAST   48 STREET,Brooklyn,11203,4733,46,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/8/2021,2021,603,EAST   48 STREET,Brooklyn,11203,4733,47,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/8/2021,2021,94-31,86 AVENUE,Queens,11421,8887,31,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/9/2021,2021,46,BOWERY,Manhattan,10013,202,25,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/10/2021,2021,122,WEST 137 STREET,Manhattan,10030,1921,45,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/10/2021,2021,251,LONGSTREET AVENUE,Bronx,10465,5519,47,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/10/2021,2021,57,GROVE STREET,Brooklyn,11221,3313,26,GAS HOOK-UP/PIPING - ILLEGAL OR DEFECTIVE,PARTIAL VACATE ORDER ISSUED                                              P
2/10/2021,2021,439,AVENUE U,Brooklyn,11223,7106,33,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/10/2021,2021,105-16,NORTHERN BOULEVARD,Queens,11368,1720,7,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
